cycle,dom_a,npts_a,mass_a,dom_b,npts_b,mass_b,chosen
146,0.31092964824120606,8,0.32,0.3244795405599425,7,0.28,0.3177045944005743
147,0.3096733668341709,8,0.32,0.3257956448911223,6,0.24,0.3177345058626466
148,0.3471524288107202,12,0.48,0.3226130653266332,5,0.2,0.3348827470686767
149,0.34364128333977584,13,0.52,0.38236637734125173,11,0.44,
150,0.34422110552763824,14,0.56,0.3551088777219431,12,0.48,0.3496649916247907
151,0.3471202164669502,13,0.52,0.3586112380082229,11,0.44,0.3528657272375866
152,0.3471202164669502,13,0.52,0.2874371859296483,5,0.2,
153,0.3445800430725054,14,0.56,0.27437185929648245,5,0.2,
154,0.3445800430725054,14,0.56,0.43216080402010054,5,0.2,
155,0.3487437185929648,15,0.6,0.804737975592247,7,0.28,
156,0.3480737018425461,15,0.6,0.804737975592247,7,0.28,
157,0.35678391959799,15,0.6,0.8159547738693467,8,0.32,
158,0.35678391959799,15,0.6,0.8159547738693467,8,0.32,
159,0.35678391959799,15,0.6,0.8159547738693467,8,0.32,
160,0.3614949748743719,16,0.64,0.8159547738693467,8,0.32,
161,0.3654941373534339,15,0.6,0.8190954773869348,9,0.36,
162,0.3654941373534339,15,0.6,0.8190954773869348,9,0.36,
163,0.3700646087580761,14,0.56,0.8190954773869348,9,0.36,
164,0.367910983488873,14,0.56,0.2998324958123953,9,0.36,
165,0.36296868960185547,13,0.52,0.2998324958123953,9,0.36,
166,0.36296868960185547,13,0.52,0.8190954773869348,9,0.36,
167,0.3600143575017947,14,0.56,0.3360552763819096,8,0.32,0.3480348169418521
168,0.36219559335137225,13,0.52,0.3373115577889447,8,0.32,0.3497535755701585
169,0.36683417085427134,12,0.48,0.3695751484696208,11,0.44,0.36820465966194604
170,0.36683417085427134,12,0.48,0.3432547352145342,13,0.52,0.3550444530344028
171,0.3592964824120603,12,0.48,0.34314429289303666,14,0.56,0.3512203876525485
172,0.3659966499162479,12,0.48,0.3285659064553537,13,0.52,
173,0.3726968174204355,12,0.48,0.3285659064553537,13,0.52,
174,0.3793969849246231,12,0.48,0.3445800430725054,14,0.56,
175,0.8565047459519822,9,0.36,0.3452979181622398,14,0.56,
176,0.4064070351758794,8,0.32,0.3452979181622398,14,0.56,
177,0.4064070351758794,8,0.32,0.3437185929648241,15,0.6,
178,0.4064070351758794,8,0.32,0.3706996521066873,13,0.52,
179,0.38065326633165825,12,0.48,0.3718592964824121,14,0.56,0.37625628140703515
180,0.3782549109182275,11,0.44,0.36683417085427134,15,0.6,0.37254454088624944
181,0.378391959798995,10,0.4,0.35544388609715244,15,0.6,0.3669179229480737
182,0.3698492462311557,10,0.4,0.3580402010050251,16,0.64,0.3639447236180904
183,0.3698492462311557,10,0.4,0.3581239530988275,15,0.6,0.3639865996649916
184,0.3698492462311557,10,0.4,0.3605527638190955,16,0.64,0.36520100502512565
185,0.3603015075376884,10,0.4,0.3615134496009459,17,0.68,0.36090747856931715
186,0.3672910004568296,11,0.44,0.3615134496009459,17,0.68,0.36440222502888775
187,0.3672910004568296,11,0.44,0.3615134496009459,17,0.68,0.36440222502888775
188,0.34134960516870066,14,0.56,0.35530594147206623,17,0.68,0.34832777332038345
189,0.3193238921882138,11,0.44,0.35530594147206623,17,0.68,
190,0.3291457286432161,10,0.4,0.350642099385818,18,0.72,0.3398939140145171
191,0.33028780264961166,11,0.44,0.3442211055276382,18,0.72,0.3372544540886249
192,0.3275468250342622,11,0.44,0.3442211055276382,18,0.72,0.3358839652809502
193,0.3275468250342622,11,0.44,0.34436890334023057,17,0.68,0.3359578641872464
194,0.32077051926298156,12,0.48,0.3306532663316583,15,0.6,0.32571189279731994
195,0.32077051926298156,12,0.48,0.3306532663316583,15,0.6,0.32571189279731994
196,0.32115121059844676,11,0.44,0.2953657174762703,9,0.36,0.3082584640373585
197,0.3150753768844221,10,0.4,0.2953657174762703,9,0.36,0.3052205471803462
198,0.31384193695751483,11,0.44,0.29396984924623115,10,0.4,0.303905893101873
199,0.307035175879397,10,0.4,0.29396984924623115,10,0.4,0.3005025125628141
